,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
90,90,92,1202,"Steven D. Levitt, Stephen J. Dubner",Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://images.gr-assets.com/books/1327909092l/1202.jpg,3.93,524191,"nonfiction, science",dangerous gun swimming pool schoolteachers sumo wrestlers common much parents really matter may sound like typical questions economist ask steven d levitt typical economist studies riddles everyday lifefrom cheating crime parenting sportsand reaches conclusions turn conventional wisdom head freakonomics groundbreaking collaboration levitt stephen j dubner award winning author journalist set explore inner workings crack gang truth real estate agents secrets ku klux klan much more forceful storytelling wry insight show economics is root study incentiveshow people get want need especially people want need thing
91,91,93,2998,Frances Hodgson Burnett,The Secret Garden,https://images.gr-assets.com/books/1327873635l/2998.jpg,4.12,639357,"classics, fiction",ten year old orphan comes live lonely house yorkshire moors discovers invalid cousin mysteries locked garden
92,92,94,320,"Gabriel García Márquez, Gregory Rabassa",Cien años de soledad,https://images.gr-assets.com/books/1327881361l/320.jpg,4.04,490565,"classics, fiction",cien aos de soledadgabriel garca mrquez gregory rabassa
93,93,95,5297,"Oscar Wilde, Jeffrey Eugenides",The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966l/5297.jpg,4.06,590014,"classics, fiction",handsome appearance dissolute young dorian gray remains unchanged features portrait become distorted degeneration progresses
94,94,96,13536860,E.L. James,Fifty Shades Freed,https://images.gr-assets.com/books/1336418837l/13536860.jpg,3.88,387290,"fiction, contemporary",even though christian anastasia proper couple still many obstacles overcome including christian s past coming back haunt anastasia
95,95,97,17245,"Bram Stoker, Nina Auerbach, David J. Skal",Dracula,https://images.gr-assets.com/books/1387151694l/17245.jpg,3.98,618973,"classics, horror",norton critical edition presents fully annotated text 1897 first edition
96,96,98,5060378,"Stieg Larsson, Reg Keeland",Flickan som lekte med elden,https://images.gr-assets.com/books/1351778881l/5060378.jpg,4.22,563994,"fiction, mystery",flickan som lekte med eldenstieg larsson reg keeland
97,97,99,11857408,E.L. James,Fifty Shades Darker,https://images.gr-assets.com/books/1358266080l/11857408.jpg,3.87,552059,"romance, fiction",fifty shades darker 2012 erotic romance novel british author e l james second installment fifty shades trilogy traces deepening relationship college graduate anastasia steele young business magnate christian grey first third volumes fifty shades grey fifty shades freed published 2011 2012 novel published vintage books reached 1 usa today best seller list
98,98,100,7244,Barbara Kingsolver,The Poisonwood Bible,https://images.gr-assets.com/books/1412242487l/7244.jpg,4.02,546502,"fiction, classics",poisonwood bible story told wife four daughters nathan price fierce evangelical baptist takes family mission belgian congo 1959 carry everything believe need home soon find garden seeds scripture calamitously transformed african soil follows suspenseful epic one family s tragic undoing remarkable reconstruction course three decades postcolonial africa p s edition features extra 16 pages insights book including author interviews recommended reading more
99,99,101,4137,David Sedaris,Me Talk Pretty One Day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639l/4137.jpg,3.97,495736,"memoir, nonfiction",recent transplant paris humorist david sedaris bestselling author naked presents collection strongest work yet including title story hilarious attempt learn french number one national bestseller paperback
100,100,102,19543,Maurice Sendak,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560l/19543.jpg,4.22,620618,"fiction, classics",max sent bed without supper imagines sailing away land wild things where made king
101,101,103,7126,"Alexandre Dumas, Robin Buss",Le Comte de Monte-Cristo,https://images.gr-assets.com/books/1309203605l/7126.jpg,4.21,555822,"classics, fiction",translated introduction robin buss
102,102,104,6288,Cormac McCarthy,The Road,https://images.gr-assets.com/books/1439197219l/6288.jpg,3.95,504793,"fiction, horror",novel set indefinite futuristic post apocalyptic world father young son make way ruins devastated american landscape struggling survive preserve last remnants humanity
103,103,105,18710190,Veronica Roth,Allegiant,https://images.gr-assets.com/books/1395582745l/18710190.jpg,3.63,463257,"fiction, fantasy",explosive conclusion veronica roth s 1 new york times bestselling divergent trilogy reveals secrets dystopian world captivated millions readers film fans divergent insurgent paperback edition includes bonus content veronica roth one choice define you whole world lie single revelationlike single choicechanged everything love loyalty made things never expected told riveting dual perspective third installment series follows tris tobias battle comprehend complexities human natureand selveswhile facing impossible choices courage allegiance sacrifice love
104,104,106,9418327,Tina Fey,Bossypants,https://images.gr-assets.com/books/1481509554l/9418327.jpg,3.94,506250,"memoir, nonfiction",bossypantstina fey
105,105,107,3473,Nicholas Sparks,A Walk to Remember,https://images.gr-assets.com/books/1385738968l/3473.jpg,4.15,546948,"romance, fiction",high school rebel minister s daughter find strength star crossed tale young everlasting love chicago sun times time world sweeter when women beaufort north carolina wore dresses men donned hats every april wind smells sea lilacs landon carter remembers 1958 last year beaufort high landon dated girl two even sworn he d love certainly last person thought he d fall jamie shy almost ethereal daughter town s baptist minister jamie destined show depths human heart and joy pain living inspiration novel came nicholas sparks s sister life courage internationally bestselling author nicholas sparks comes moving story yet
106,106,108,9416,Sophie Kinsella,Confessions of a Shopaholic,https://images.gr-assets.com/books/1327872404l/9416.jpg,3.61,543658,"fiction, romance",financial journalist rebecca bloomwood seeks solace boredom pressures life shopping solution brings close financial disaster encounters story change life
107,107,109,24280,"Victor Hugo, Lee Fahnestock, Norman MacAfee",Les Misérables,https://images.gr-assets.com/books/1411852091l/24280.jpg,4.14,513407,"classics, fiction",les misrablesvictor hugo lee fahnestock norman macafee
108,108,110,10572,George R.R. Martin,A Clash of Kings,https://images.gr-assets.com/books/1358254974l/10572.jpg,4.4,523303,"fantasy, fiction",six separate factions vie control realm late lord eddard stark ancient form magic everlasting winter unearthly army threaten return
109,109,111,10441,Kim Edwards,The Memory Keeper's Daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552112312l/10441._SY475_.jpg,3.64,501430,"fiction, contemporary",tale spanning twenty five years doctor delivers newborn twin daughter snowstorm and rashly deciding protect wife baby s affliction syndrome turns nurse secretly raises child first novel reader s guide included reprint 100 000 first printing
110,110,112,15507958,Jojo Moyes,Me Before You,https://images.gr-assets.com/books/1357108762l/15507958.jpg,4.27,587647,"romance, fiction",taking job assistant extreme sports enthusiast will wheelchair bound motorcycle accident louisa struggles employer s acerbic moods learns shocking plans demonstrating life still worth living
111,111,113,168668,Joseph Heller,Catch-22,https://images.gr-assets.com/books/1463157317l/168668.jpg,3.98,563265,"classics, fiction",catch 22joseph heller
112,112,114,6900,"Mitch Albom, Saulius Dagys",Tuesdays with Morrie,https://images.gr-assets.com/books/1423763749l/6900.jpg,4.06,556518,"fiction, nonfiction",eighty two year old rabbi albom s old hometown asks deliver eulogy albom goes back nonfiction roots becomes involved detroit pastor a reformed drug dealer convict who preaches poor homeless decaying church hole roof timely moving inspiring look faith believes why
113,113,115,2187,Jeffrey Eugenides,Middlesex,https://images.gr-assets.com/books/1437029776l/2187.jpg,3.98,488243,"fiction, contemporary",middlesexjeffrey eugenides
114,114,116,24583,"Mark Twain, Guy Cardwell, John Seelye",The Adventures of Tom Sawyer,https://images.gr-assets.com/books/1404811979l/24583.jpg,3.89,555359,"classics, fiction",classic adventure story boyhood escapades shores mississippi chronicles exploits mischievous tom sawyer friends reissue
115,115,117,18131,Madeleine L'Engle,A Wrinkle in Time,https://images.gr-assets.com/books/1329061522l/18131.jpg,4.04,615907,"fantasy, fiction",midnight visitor escorts meg calvin charles across barriers space time another world
116,116,118,7763,Amy Tan,The Joy Luck Club,https://images.gr-assets.com/books/1304978653l/7763.jpg,3.9,515090,"classics, fiction",encompassing two generations rich blend chinese american history story four struggling strong women also reveals daughter s memories feelings
117,117,119,38447,Margaret Atwood,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733l/38447.jpg,4.06,607889,"fiction, classics",handmaid s talemargaret atwood
118,118,120,452306,Ann Brashares,The Sisterhood of the Traveling Pants,https://images.gr-assets.com/books/1461611233l/452306.jpg,3.75,525706,"fiction, contemporary",first summer apart four teenage girls best friends since earliest childhood stay touch shared pair secondhand jeans magically adapts figures affects attitudes different summer experiences
119,119,121,7604,"Vladimir Nabokov, Craig Raine",Lolita,https://images.gr-assets.com/books/1377756377l/7604.jpg,3.88,469836,"fiction, classics",readers guide christine clegg examines critical history lolita broad range interpretations although early criticism text polarized around that question literature pornography influence american critics lionel trilling quickly secured canonical status novel compelling aspect lolita criticism way question continues return different forms 1980s 1990s lolita subject diverse critical attention beyond nabokov studies richard rorty s philosophical inquiry ethics cruelty rachel bowlby s feminist analysis rhetoric consumer culture novel main critical approaches novel covered indispensable sourcebook
